# 2Theta,Counts
  36.49038,  37.27235
  36.51040,  53.44827
  36.53042,  56.99107
  36.55043,  57.06637
  36.57045,  49.00687
  36.59047,  52.24211
  36.61049,  58.68993
  36.63050,  50.34132
  36.65052,  50.37024
  36.67054,  52.00612
  36.69056,  51.43763
  36.71058,  49.59792
  36.73059,  49.90630
  36.75061,  46.35498
  36.77063,  52.44172
  36.79065,  50.67725
  36.81067,  50.27653
  36.83068,  50.54415
  36.85070,  48.92952
  36.87072,  50.25668
  36.89074,  56.69690
  36.91076,  49.09167
  36.93077,  50.22208
  36.95079,  47.30571
  36.97081,  47.92308
  36.99083,  49.43413
  37.01084,  44.10011
  37.03086,  46.07645
  37.05088,  43.89682
  37.07090,  53.11277
  37.09092,  51.78292
  37.11093,  54.55869
  37.13095,  53.98844
  37.15097,  51.55127
  37.17099,  47.78779
  37.19101,  53.16069
  37.21102,  53.38885
  37.23104,  50.67993
  37.25106,  49.18637
  37.27108,  45.87230
  37.29110,  51.81242
  37.31111,  52.09792
  37.33113,  50.52302
  37.35115,  50.68465
  37.37117,  48.25732
  37.39118,  49.76209
  37.41120,  48.00998
  37.43122,  45.69467
  37.45124,  50.04719
  37.47126,  51.04059
  37.49127,  48.96967
  37.51129,  47.87528
  37.53131,  49.26852
  37.55133,  50.96769
  37.57135,  51.58295
  37.59136,  47.64246
  37.61138,  50.10603
  37.63140,  50.81503
  37.65142,  51.44397
  37.67144,  53.28684
  37.69145,  53.72172
  37.71147,  49.28590
  37.73149,  51.75382
  37.75151,  52.61847
  37.77153,  49.87338
  37.79154,  44.13182
  37.81156,  49.05288
  37.83158,  47.05744
  37.85160,  45.60432
  37.87162,  51.50884
  37.89163,  46.55339
  37.91165,  46.83482
  37.93167,  51.60997
  37.95169,  53.98770
  37.97171,  52.99956
  37.99172,  46.19052
  38.01174,  43.49185
  38.03176,  52.18285
  38.05178,  49.30116
  38.07180,  48.77215
  38.09181,  45.22094
  38.11183,  48.19208
  38.13185,  55.72303
  38.15187,  47.86906
  38.17189,  50.25339
  38.19190,  47.60227
  38.21192,  52.37608
  38.23194,  51.30454
  38.25196,  45.49677
  38.27198,  51.06684
  38.29200,  44.52707
  38.31201,  49.75832
  38.33203,  52.18080
  38.35205,  51.82636
  38.37207,  46.94852
  38.39208,  46.54949
  38.41210,  44.15315
  38.43212,  48.90285
  38.45214,  50.41573
  38.47216,  54.02249
  38.49217,  53.90462
  38.51219,  50.30506
  38.53221,  46.71650
  38.55223,  48.65992
  38.57225,  45.40199
  38.59227,  51.85541
  38.61228,  55.77518
  38.63230,  47.59949
  38.65232,  46.31573
  38.67234,  49.16488
  38.69236,  46.85397
  38.71237,  48.30376
  38.73239,  47.93389
  38.75241,  45.75786
  38.77243,  50.63832
  38.79245,  56.09463
  38.81246,  52.41282
  38.83248,  48.82523
  38.85250,  49.93581
  38.87252,  53.86228
  38.89254,  52.95142
  38.91256,  46.83317
  38.93257,  46.88506
  38.95259,  46.26560
  38.97261,  49.87841
  38.99263,  52.33958
  39.01265,  49.06554
  39.03266,  45.24474
  39.05268,  45.75118
  39.07270,  49.04846
  39.09272,  45.06188
  39.11274,  44.52898
  39.13275,  50.17097
  39.15277,  48.96383
  39.17279,  50.06271
  39.19281,  49.05385
  39.21283,  45.68899
  39.23284,  45.68113
  39.25286,  49.46811
  39.27288,  47.38837
  39.29290,  47.55443
  39.31292,  47.83418
  39.33294,  46.42809
  39.35295,  51.42173
  39.37297,  45.33716
  39.39299,  45.25395
  39.41301,  43.55041
  39.43303,  45.97488
  39.45304,  48.52264
  39.47306,  48.20726
  39.49308,  46.76582
  39.51310,  46.64547
  39.53312,  48.61745
  39.55314,  50.32913
  39.57315,  45.96377
  39.59317,  46.97751
  39.61319,  48.19628
  39.63321,  52.63634
  39.65323,  51.99720
  39.67324,  45.26292
  39.69326,  51.07879
  39.71328,  42.16779
  39.73330,  46.42301
  39.75332,  46.94569
  39.77334,  41.48004
  39.79335,  44.75952
  39.81337,  45.47581
  39.83339,  44.78069
  39.85341,  48.02621
  39.87343,  45.02578
  39.89344,  45.21731
  39.91346,  49.26845
  39.93348,  46.72542
  39.95350,  40.92603
  39.97352,  46.89517
  39.99354,  41.64411
  40.01355,  41.94155
  40.03357,  47.53485
  40.05359,  46.55324
  40.07361,  45.01800
  40.09363,  41.48442
  40.11365,  41.84940
  40.13366,  44.96786
  40.15368,  46.21380
  40.17370,  44.36931
  40.19372,  46.06169
  40.21374,  47.19937
  40.23375,  48.81233
  40.25377,  42.87395
  40.27379,  43.47019
  40.29381,  47.39042
  40.31383,  44.29478
  40.33385,  48.39003
  40.35386,  45.39407
  40.37388,  44.32937
  40.39390,  47.86144
  40.41392,  47.03243
  40.43394,  44.71601
  40.45396,  46.54156
  40.47397,  51.96121
  40.49399,  49.71443
  40.51401,  48.17133
  40.53403,  46.38578
  40.55405,  42.10722
  40.57407,  45.55616
  40.59408,  47.08505
  40.61410,  44.50285
  40.63412,  43.91789
  40.65414,  45.64119
  40.67416,  39.72461
  40.69418,  42.90034
  40.71419,  41.24263
  40.73421,  41.97830
  40.75423,  43.34877
  40.77425,  41.84867
  40.79427,  48.59941
  40.81429,  43.31439
  40.83430,  44.17780
  40.85432,  47.01023
  40.87434,  43.25459
  40.89436,  40.67416
  40.91438,  43.06683
  40.93440,  48.30047
  40.95441,  42.82882
  40.97443,  48.23687
  40.99445,  48.17704
  41.01447,  49.58461
  41.03449,  47.51349
  41.05451,  47.89328
  41.07452,  45.93655
  41.09454,  50.41651
  41.11456,  41.98245
  41.13458,  43.07779
  41.15460,  52.22669
  41.17461,  45.19246
  41.19463,  42.90599
  41.21465,  49.37526
  41.23467,  45.81177
  41.25469,  49.25641
  41.27471,  45.67103
  41.29472,  44.26355
  41.31474,  43.38929
  41.33476,  41.60448
  41.35478,  41.73030
  41.37480,  44.81403
  41.39482,  47.97342
  41.41484,  50.62847
  41.43485,  43.26074
  41.45487,  45.41604
  41.47489,  44.48090
  41.49491,  45.35486
  41.51493,  45.62445
  41.53495,  48.34958
  41.55497,  46.35713
  41.57498,  47.22874
  41.59500,  45.28108
  41.61502,  49.64760
  41.63504,  53.42748
  41.65506,  46.43920
  41.67508,  44.17716
  41.69509,  39.56728
  41.71511,  44.41577
  41.73513,  43.19758
  41.75515,  44.49032
  41.77517,  45.35144
  41.79519,  48.39149
  41.81520,  42.13838
  41.83522,  37.29388
  41.85524,  43.09348
  41.87526,  43.18361
  41.89528,  45.47710
  41.91530,  51.09649
  41.93532,  45.60150
  41.95533,  50.21236
  41.97535,  41.97964
  41.99537,  43.57351
  42.01539,  40.40818
  42.03541,  42.25965
  42.05543,  42.59719
  42.07545,  45.68696
  42.09546,  45.40362
  42.11548,  45.79835
  42.13550,  46.03619
  42.15552,  47.68929
  42.17554,  45.09759
  42.19556,  41.44605
  42.21557,  49.34067
  42.23559,  45.12691
  42.25561,  44.47023
  42.27563,  40.88051
  42.29565,  45.82308
  42.31567,  46.18194
  42.33569,  48.85513
  42.35570,  45.23542
  42.37572,  44.23991
  42.39574,  45.47680
  42.41576,  47.92332
  42.43578,  50.41786
  42.45580,  42.01209
  42.47581,  46.58392
  42.49583,  44.58384
  42.51585,  42.91348
  42.53587,  42.20930
  42.55589,  47.27262
  42.57591,  40.58751
  42.59593,  44.70218
  42.61594,  48.36401
  42.63596,  51.01360
  42.65598,  51.75103
  42.67600,  47.10879
  42.69602,  46.87541
  42.71604,  52.05111
  42.73605,  47.17836
  42.75607,  46.75139
  42.77609,  45.58478
  42.79611,  51.29698
  42.81613,  47.50286
  42.83615,  43.29491
  42.85617,  43.69366
  42.87618,  51.75094
  42.89620,  49.77092
  42.91622,  46.57818
  42.93624,  48.19944
  42.95626,  47.95963
  42.97628,  49.07908
  42.99630,  47.89638
  43.01632,  48.83678
  43.03633,  48.73247
  43.05635,  48.46070
  43.07637,  56.92877
  43.09639,  53.78988
  43.11641,  48.25560
  43.13643,  53.57451
  43.15645,  54.03704
  43.17646,  49.92833
  43.19648,  50.49434
  43.21650,  61.76606
  43.23652,  58.92386
  43.25654,  57.01930
  43.27656,  63.74286
  43.29658,  61.25853
  43.31660,  70.98600
  43.33661,  77.13654
  43.35663,  83.12377
  43.37665,  85.15132
  43.39667, 104.12446
  43.41669, 130.01313
  43.43671, 183.60169
  43.45673, 238.70015
  43.47674, 324.49784
  43.49676, 425.18754
  43.51678, 537.76425
  43.53680, 571.56686
  43.55682, 602.96296
  43.57684, 633.49407
  43.59686, 633.56733
  43.61687, 593.67916
  43.63689, 579.42048
  43.65691, 536.47515
  43.67693, 464.08265
  43.69695, 412.30513
  43.71697, 330.26774
  43.73699, 260.90394
  43.75701, 213.89259
  43.77702, 181.71206
  43.79704, 136.04151
  43.81706, 124.94888
  43.83708, 101.48944
  43.85710,  82.67024
  43.87712,  83.45795
  43.89714,  65.48091
  43.91715,  60.23924
  43.93717,  61.11444
  43.95719,  63.09595
  43.97721,  60.86494
  43.99723,  57.38218
  44.01725,  55.21326
  44.03727,  52.80455
  44.05729,  52.00076
  44.07731,  51.95166
  44.09732,  58.14770
  44.11734,  55.15000
  44.13736,  55.55244
  44.15738,  55.79470
  44.17740,  50.97419
  44.19742,  55.74029
  44.21744,  50.87089
  44.23745,  51.51505
  44.25747,  54.58916
  44.27749,  61.84694
  44.29751,  60.81461
  44.31753,  68.82993
  44.33755,  76.11198
  44.35757,  85.26346
  44.37759,  88.41964
  44.39761,  93.46197
  44.41762, 109.98853
  44.43764, 130.15061
  44.45766, 154.94739
  44.47768, 188.92281
  44.49770, 250.17230
  44.51772, 313.55247
  44.53774, 422.82893
  44.55776, 497.74041
  44.57777, 587.13110
  44.59779, 625.04424
  44.61781, 611.32949
  44.63783, 611.43110
  44.65785, 576.60267
  44.67787, 545.12208
  44.69789, 485.22461
  44.71791, 447.02304
  44.73793, 382.56055
  44.75794, 311.39488
  44.77796, 266.05253
  44.79798, 216.61159
  44.81800, 181.15140
  44.83802, 140.62126
  44.85804, 111.84934
  44.87806,  88.78679
  44.89807,  78.18111
  44.91809,  69.42791
  44.93811,  66.04796
  44.95813,  63.54825
  44.97815,  59.63914
  44.99817,  54.60142
  45.01819,  53.07100
  45.03821,  51.86992
  45.05823,  49.22904
  45.07824,  49.13599
  45.09826,  56.05398
  45.11828,  48.56084
  45.13830,  43.79002
  45.15832,  46.30953
  45.17834,  45.03523
  45.19836,  43.63083
  45.21838,  44.99762
  45.23840,  41.45622
  45.25841,  43.08716
  45.27843,  41.35248
  45.29845,  41.65064
  45.31847,  39.62048
  45.33849,  42.73858
  45.35851,  36.91488
  45.37853,  38.83263
  45.39855,  42.26221
  45.41857,  42.21980
  45.43859,  42.11693
  45.45860,  40.41561
  45.47862,  41.54408
  45.49864,  44.18151
  45.51866,  41.24486
  45.53868,  43.17463
  45.55870,  38.89114
  45.57872,  42.75496
  45.59874,  35.95251
  45.61876,  38.95416
  45.63877,  40.72421
  45.65879,  39.19390
  45.67881,  39.28348
  45.69883,  39.57560
  45.71885,  38.76024
  45.73887,  38.26704
  45.75889,  42.05693
  45.77891,  39.90290
  45.79893,  39.66032
  45.81895,  37.06965
  45.83896,  39.78222
  45.85898,  41.21901
  45.87900,  39.17175
  45.89902,  37.56239
  45.91904,  36.99295
  45.93906,  39.21162
  45.95908,  36.75450
  45.97910,  40.04180
  45.99912,  38.96072
  46.01914,  39.80570
  46.03915,  39.00031
  46.05917,  41.51922
  46.07919,  42.86666
  46.09921,  43.30722
  46.11923,  39.65541
  46.13925,  37.60814
  46.15927,  39.17926
  46.17929,  39.84074
  46.19931,  42.89355
  46.21933,  40.24623
  46.23934,  38.78191
  46.25936,  37.72531
  46.27938,  38.76772
  46.29940,  40.47911
  46.31942,  37.11212
  46.33944,  36.97541
  46.35946,  34.65987
  46.37948,  34.21399
  46.39950,  36.65955
  46.41952,  40.93545
  46.43953,  40.73873
  46.45955,  36.87384
  46.47957,  33.45265
  46.49959,  37.40943
  46.51961,  42.37627
  46.53963,  39.32114
  46.55965,  39.87008
  46.57967,  39.04469
  46.59969,  41.61484
  46.61971,  34.71402
  46.63973,  37.55041
  46.65974,  37.67704
  46.67976,  36.14642
  46.69978,  38.13900
  46.71980,  36.67808
  46.73982,  38.12114
  46.75984,  41.51594
  46.77986,  38.93186
  46.79988,  34.41166
  46.81990,  36.83515
  46.83992,  41.01010
  46.85994,  39.81706
  46.87995,  40.95043
  46.89997,  36.62398
  46.91999,  39.18290
  46.94001,  35.74166
  46.96003,  37.36483
  46.98005,  34.87262
  47.00007,  39.39169
  47.02009,  40.08830
  47.04011,  37.52851
  47.06013,  34.81276
  47.08015,  35.29932
  47.10016,  35.45938
  47.12018,  36.11151
  47.14020,  34.94535
  47.16022,  40.94389
  47.18024,  38.43414
  47.20026,  36.23134
  47.22028,  34.36111
  47.24030,  33.87706
  47.26032,  36.97527
  47.28034,  32.93616
  47.30036,  33.91460
  47.32038,  36.89442
  47.34040,  36.16283
  47.36041,  37.65680
  47.38043,  32.31923
  47.40045,  33.33887
  47.42047,  33.17025
  47.44049,  40.26278
  47.46051,  37.21105
  47.48053,  36.95722
  47.50055,  36.85307
  47.52057,  38.51503
  47.54059,  36.83969
  47.56061,  36.97165
  47.58063,  39.26441
  47.60065,  34.91353
  47.62066,  39.51343
  47.64068,  39.59356
  47.66070,  38.75817
  47.68072,  36.25187
  47.70074,  36.78264
  47.72076,  36.81632
  47.74078,  37.92033
  47.76080,  33.48049
  47.78082,  37.03770
  47.80084,  38.61650
  47.82086,  34.33234
  47.84088,  39.12761
  47.86089,  37.20515
  47.88092,  34.15105
  47.90093,  34.89058
  47.92095,  40.00695
  47.94097,  36.20148
  47.96099,  34.62993
  47.98101,  37.38918
  48.00103,  40.06994
  48.02105,  35.43462
  48.04107,  36.07659
  48.06109,  35.21873
  48.08111,  33.05989
  48.10113,  31.74658
  48.12115,  32.34255
  48.14117,  38.98879
  48.16118,  34.88895
  48.18120,  37.26115
  48.20122,  41.79978
  48.22124,  34.74852
  48.24126,  33.06486
  48.26128,  31.45385
  48.28130,  34.50425
  48.30132,  35.35471
  48.32134,  35.18318
  48.34136,  32.05809
  48.36138,  35.82469
  48.38140,  39.68602
  48.40142,  39.41883
  48.42144,  32.04409
  48.44146,  36.41531
  48.46147,  36.99257
  48.48149,  35.69159
  48.50151,  31.77742
  48.52153,  35.00705
  48.54155,  35.64160
  48.56157,  31.95909
  48.58159,  35.20739
  48.60161,  33.90970
  48.62163,  36.71975
  48.64165,  33.41410
  48.66167,  34.37991
  48.68169,  37.88463
  48.70171,  35.35526
  48.72173,  30.44553
  48.74175,  34.58045
  48.76176,  32.91729
  48.78178,  33.31285
  48.80180,  36.57245
  48.82182,  36.33510
  48.84184,  34.70783
  48.86186,  34.68867
  48.88188,  34.51272
  48.90190,  36.61113
  48.92192,  35.52103
  48.94194,  32.22560
  48.96196,  37.34081
  48.98198,  32.49588
  49.00200,  33.80218
  49.02202,  38.05193
  49.04204,  34.72181
  49.06206,  32.77255
  49.08208,  32.45791
  49.10210,  35.24055
  49.12212,  33.07706
  49.14213,  31.63506
  49.16215,  30.88090
  49.18217,  37.43285
  49.20219,  34.94555
  49.22221,  35.77710
  49.24223,  35.09432
  49.26225,  34.70901
  49.28227,  36.26454
  49.30229,  37.91492
  49.32231,  34.86566
  49.34233,  31.09071
  49.36235,  33.69315
  49.38237,  32.55166
  49.40239,  36.29747
  49.42241,  38.78491
  49.44243,  35.21885
  49.46245,  33.28505
  49.48247,  32.17199
  49.50249,  34.26558
  49.52250,  33.64679
  49.54252,  39.60666
  49.56254,  32.27940
  49.58256,  33.63207
  49.60258,  35.64889
  49.62260,  35.30504
  49.64262,  38.60171
  49.66264,  34.38100
  49.68266,  36.33416
  49.70268,  32.50572
  49.72270,  31.75286
  49.74272,  36.70920
  49.76274,  35.07302
  49.78276,  34.23342
  49.80278,  34.46227
  49.82280,  33.62637
  49.84282,  37.51724
  49.86284,  37.94464
  49.88286,  35.11542
  49.90288,  39.83269
  49.92290,  38.60722
  49.94292,  35.18164
  49.96293,  35.98354
  49.98295,  35.52028
  50.00297,  37.78246
  50.02299,  39.62666
  50.04301,  33.60642
  50.06303,  32.09947
  50.08305,  33.00794
  50.10307,  33.71649
  50.12309,  41.11672
  50.14311,  37.49829
  50.16313,  38.83225
  50.18315,  38.40839
  50.20317,  34.37135
  50.22319,  37.17062
  50.24321,  37.94266
  50.26323,  40.32163
  50.28325,  43.62143
  50.30327,  43.34939
  50.32329,  39.04093
  50.34331,  41.88895
  50.36333,  43.16682
  50.38335,  46.63515
  50.40337,  49.26386
  50.42339,  46.58007
  50.44341,  46.16200
  50.46343,  53.78505
  50.48345,  57.65526
  50.50347,  59.46483
  50.52348,  67.61912
  50.54350,  75.05648
  50.56352,  83.13539
  50.58354,  93.94384
  50.60356, 108.21207
  50.62358, 129.67477
  50.64360, 156.37750
  50.66362, 176.25077
  50.68364, 198.02336
  50.70366, 212.68937
  50.72368, 235.20820
  50.74370, 246.23764
  50.76372, 234.45549
  50.78374, 212.86602
  50.80376, 199.35472
  50.82378, 186.40015
  50.84380, 184.31895
  50.86382, 156.51564
  50.88384, 137.19076
  50.90386, 129.84516
  50.92388, 110.02681
  50.94390,  90.91009
  50.96392,  80.16750
  50.98394,  65.40460
  51.00396,  59.38116
  51.02398,  54.80424
  51.04400,  45.37128
  51.06402,  42.66014
  51.08404,  38.90220
  51.10406,  39.06420
  51.12408,  40.33861
  51.14410,  36.87535
  51.16412,  37.62998
  51.18414,  37.95356
  51.20416,  36.36256
  51.22418,  33.72043
  51.24420,  38.55564
  51.26422,  37.58495
  51.28423,  37.50905
  51.30425,  31.38750
  51.32427,  31.11374
  51.34429,  30.92046
  51.36431,  33.34166
  51.38433,  35.26890
  51.40435,  34.03643
  51.42437,  34.93667
  51.44439,  34.69541
  51.46441,  30.03757
  51.48443,  31.72280
  51.50445,  37.75922
  51.52447,  34.97805
  51.54449,  30.11691
  51.56451,  31.43976
  51.58453,  32.25168
  51.60455,  33.70361
  51.62457,  32.42674
  51.64459,  31.39176
  51.66461,  35.65701
  51.68463,  33.81230
  51.70465,  32.57598
  51.72467,  29.16974
  51.74469,  30.84832
  51.76471,  31.34504
  51.78473,  34.20476
  51.80475,  31.38185
  51.82477,  34.40671
  51.84479,  30.40250
  51.86481,  31.95090
  51.88483,  30.58838
  51.90485,  32.41276
  51.92487,  28.58219
  51.94489,  29.47708
  51.96491,  30.49951
  51.98493,  34.16827
  52.00495,  31.94957
  52.02497,  33.75376
  52.04499,  31.72283
  52.06501,  29.76630
  52.08503,  30.37795
  52.10505,  29.04714
  52.12507,  31.29609
  52.14509,  32.83181
  52.16511,  35.29174
  52.18513,  32.62549
  52.20515,  30.14258
  52.22517,  34.02032
  52.24519,  35.16417
  52.26521,  31.31203
  52.28523,  31.80860
  52.30525,  30.51484
  52.32527,  27.59154
  52.34529,  31.09507
  52.36531,  31.81828
  52.38533,  31.86296
  52.40535,  30.28137
  52.42537,  32.53609
  52.44539,  29.96659
  52.46541,  29.58317
  52.48543,  30.55799
  52.50545,  31.62980
  52.52547,  28.35917
  52.54549,  31.26311
  52.56551,  33.48640
  52.58553,  30.55398
  52.60555,  30.53354
  52.62557,  31.95059
  52.64559,  29.70379
  52.66561,  30.68798
  52.68563,  27.62381
  52.70565,  30.36606
  52.72567,  28.78866
  52.74569,  31.66879
  52.76571,  29.42674
  52.78573,  31.29416
  52.80575,  29.38164
  52.82577,  28.60433
  52.84579,  34.37343
  52.86581,  33.20693
  52.88583,  31.56141
  52.90585,  31.36029
  52.92587,  31.74437
  52.94589,  28.86637
  52.96591,  29.23362
  52.98593,  29.78943
  53.00595,  30.33399
  53.02597,  30.88316
  53.04599,  32.41244
  53.06601,  29.11534
  53.08603,  28.73413
  53.10605,  32.54422
  53.12607,  29.14078
  53.14609,  30.79882
  53.16611,  31.73254
  53.18613,  32.13031
  53.20615,  33.64732
  53.22617,  28.33533
  53.24619,  26.23425
  53.26621,  32.96075
  53.28623,  32.75085
  53.30625,  34.29716
  53.32627,  34.72113
  53.34629,  31.79361
  53.36631,  30.26340
  53.38633,  32.57325
  53.40635,  32.37344
  53.42637,  30.93100
  53.44639,  28.19448
  53.46641,  28.35224
  53.48643,  31.41644
  53.50645,  32.05424
  53.52647,  26.39960
  53.54649,  30.38717
  53.56652,  28.20083
  53.58654,  30.86305
  53.60656,  31.59734
  53.62657,  28.83709
  53.64660,  29.34077
  53.66662,  29.45694
  53.68664,  28.90194
  53.70666,  30.17817
  53.72668,  31.07262
  53.74670,  31.55934
  53.76672,  31.49395
  53.78674,  31.87382
  53.80676,  28.11057
  53.82678,  31.05407
  53.84680,  29.96276
  53.86682,  30.61935
  53.88684,  32.60014
  53.90686,  33.57388
  53.92688,  30.52888
  53.94690,  30.00170
  53.96692,  29.56441
  53.98694,  32.75780
  54.00696,  29.89575
  54.02698,  30.02477
  54.04700,  30.69311
  54.06702,  31.81467
  54.08704,  30.23123
  54.10706,  31.22057
  54.12708,  31.24130
  54.14710,  31.28402
  54.16712,  31.67432
  54.18714,  31.15948
  54.20716,  32.35838
  54.22718,  27.89024
  54.24720,  23.95423
  54.26722,  25.12290
  54.28724,  30.90686
  54.30726,  29.16834
  54.32728,  27.60896
  54.34731,  31.16293
  54.36733,  30.27559
  54.38735,  31.74096
  54.40737,  30.37973
  54.42739,  25.03174
  54.44741,  29.33430
  54.46743,  32.81673
  54.48745,  31.28396
  54.50747,  28.03575
  54.52749,  28.81283
  54.54751,  26.02721
  54.56753,  28.04171
  54.58755,  29.55844
  54.60757,  26.59868
  54.62759,  24.52657
  54.64761,  32.21477
  54.66763,  25.81953
  54.68765,  25.72564
  54.70767,  26.45361
  54.72769,  31.28374
  54.74771,  27.27109
  54.76773,  28.14938
  54.78775,  30.77160
  54.80777,  28.06306
  54.82779,  31.98616
  54.84781,  27.83243
  54.86784,  34.28410
  54.88786,  28.56334
  54.90788,  28.51213
  54.92790,  31.26524
  54.94792,  27.08842
  54.96794,  30.39583
  54.98796,  29.32065
  55.00798,  29.03620
  55.02800,  29.67667
  55.04802,  27.71057
  55.06804,  26.96115
  55.08806,  28.39861
  55.10808,  24.44096
  55.12810,  23.97004
  55.14812,  26.82372
  55.16814,  29.19182
  55.18816,  33.32571
  55.20818,  31.49851
  55.22820,  28.27913
  55.24822,  29.55341
  55.26824,  26.22397
  55.28826,  31.62582
  55.30829,  29.75268
  55.32831,  29.17820
  55.34833,  26.76862
  55.36835,  29.54370
  55.38837,  26.21983
  55.40839,  27.71157
  55.42841,  26.85932
  55.44843,  27.77294
  55.46845,  27.59089
  55.48847,  31.43431
  55.50849,  33.95343
  55.52851,  26.54505
  55.54853,  29.50571
  55.56855,  26.87883
  55.58857,  30.32835
  55.60859,  26.01294
  55.62861,  27.27076
  55.64864,  29.73482
  55.66866,  27.15653
  55.68868,  27.94528
  55.70870,  29.65505
  55.72872,  27.92249
  55.74874,  29.43589
  55.76876,  28.44285
  55.78878,  28.00957
  55.80880,  28.01526
  55.82882,  27.19587
  55.84884,  26.09150
  55.86886,  25.82498
  55.88888,  26.77629
  55.90890,  31.34028
  55.92892,  30.33556
  55.94894,  25.89023
  55.96897,  28.86376
  55.98899,  29.59823
  56.00901,  29.99154
  56.02903,  28.25174
  56.04905,  29.89978
  56.06907,  28.47579
  56.08909,  26.18268
  56.10911,  27.82721
  56.12913,  28.52140
  56.14915,  27.01082
  56.16917,  26.73097
  56.18919,  28.70600
  56.20921,  27.46088
  56.22923,  29.73906
  56.24925,  28.42517
  56.26927,  27.73030
  56.28930,  29.32486
  56.30932,  27.75286
  56.32934,  25.45715
  56.34936,  26.68811
  56.36938,  24.32967
  56.38940,  29.94957
  56.40942,  25.57089
  56.42944,  26.22955
  56.44946,  27.94866
  56.46948,  25.24666
  56.48950,  27.54821
  56.50952,  28.04557
  56.52954,  26.77320
  56.54956,  28.89583
  56.56959,  28.51543
  56.58961,  25.96798
  56.60963,  26.70777
  56.62965,  28.14951
  56.64967,  31.43665
  56.66969,  27.44584
  56.68971,  24.82839
  56.70973,  27.06435
  56.72975,  27.81444
  56.74977,  26.93887
  56.76979,  27.66633
  56.78981,  32.85287
  56.80984,  28.59542
  56.82986,  27.25630
  56.84988,  23.67534
  56.86990,  27.42950
  56.88992,  28.12485
  56.90994,  28.33773
  56.92996,  28.83248
  56.94998,  30.06426
  56.97000,  29.08898
  56.99002,  28.04394
  57.01004,  26.34041
  57.03006,  26.80360
  57.05008,  28.41992
  57.07011,  29.03044
  57.09013,  24.55249
  57.11015,  26.98802
  57.13017,  28.91420
  57.15019,  27.22150
